date,realtime_end,realtime_start,PAYEMS
1995-06-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,117064.0
1995-06-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,117059.0
1995-06-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,117050.0
1995-06-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,117024.0
1995-06-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,117189.0
1995-06-01 00:00:00,2013-01-31 00:00:00,2008-02-01 00:00:00,117186.0
1995-06-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,117223.0
1995-06-01 00:00:00,2017-02-02 00:00:00,2014-02-07 00:00:00,117294.0
1995-06-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,117293.0
1995-06-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,117297.0
1995-07-01 00:00:00,1995-10-05 00:00:00,1995-08-04 00:00:00,116553.0
1995-07-01 00:00:00,1996-06-06 00:00:00,1995-10-06 00:00:00,116575.0
1995-07-01 00:00:00,1997-06-05 00:00:00,1996-06-07 00:00:00,117201.0
1995-07-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,117142.0
1995-07-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,117130.0
1995-07-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,117137.0
1995-07-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,117138.0
1995-07-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,117260.0
1995-07-01 00:00:00,2013-01-31 00:00:00,2008-02-01 00:00:00,117265.0
1995-07-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,117302.0
1995-07-01 00:00:00,2015-02-05 00:00:00,2014-02-07 00:00:00,117395.0
1995-07-01 00:00:00,2016-02-04 00:00:00,2015-02-06 00:00:00,117396.0
1995-07-01 00:00:00,2017-02-02 00:00:00,2016-02-05 00:00:00,117390.0
1995-07-01 00:00:00,2018-06-30 00:00:00,2017-02-03 00:00:00,117389.0
1995-08-01 00:00:00,1995-10-05 00:00:00,1995-09-01 00:00:00,116802.0
1995-08-01 00:00:00,1995-11-02 00:00:00,1995-10-06 00:00:00,116837.0
1995-08-01 00:00:00,1996-06-06 00:00:00,1995-11-03 00:00:00,116838.0
1995-08-01 00:00:00,1997-06-05 00:00:00,1996-06-07 00:00:00,117499.0
1995-08-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,117465.0
1995-08-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,117431.0
1995-08-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,117449.0
1995-08-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,117444.0
1995-08-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,117538.0
1995-08-01 00:00:00,2012-02-02 00:00:00,2008-02-01 00:00:00,117536.0
1995-08-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,117537.0
1995-08-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,117577.0
1995-08-01 00:00:00,2016-02-04 00:00:00,2014-02-07 00:00:00,117644.0
1995-08-01 00:00:00,2017-02-02 00:00:00,2016-02-05 00:00:00,117643.0
1995-08-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,117644.0
1995-08-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,117641.0
1995-09-01 00:00:00,1995-11-02 00:00:00,1995-10-06 00:00:00,116958.0
1995-09-01 00:00:00,1995-12-07 00:00:00,1995-11-03 00:00:00,116888.0
1995-09-01 00:00:00,1996-06-06 00:00:00,1995-12-08 00:00:00,116932.0
1995-09-01 00:00:00,1997-06-05 00:00:00,1996-06-07 00:00:00,117623.0
1995-09-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,117636.0
1995-09-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,117646.0
1995-09-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,117648.0
1995-09-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,117664.0
1995-09-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,117777.0
1995-09-01 00:00:00,2013-01-31 00:00:00,2008-02-01 00:00:00,117781.0
1995-09-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,117821.0
1995-09-01 00:00:00,2015-02-05 00:00:00,2014-02-07 00:00:00,117885.0
1995-09-01 00:00:00,2016-02-04 00:00:00,2015-02-06 00:00:00,117886.0
1995-09-01 00:00:00,2017-02-02 00:00:00,2016-02-05 00:00:00,117887.0
1995-09-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,117888.0
1995-09-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,117893.0
1995-10-01 00:00:00,1995-12-07 00:00:00,1995-11-03 00:00:00,117004.0
1995-10-01 00:00:00,1996-01-18 00:00:00,1995-12-08 00:00:00,116998.0
1995-10-01 00:00:00,1996-06-06 00:00:00,1996-01-19 00:00:00,117000.0
1995-10-01 00:00:00,1997-06-05 00:00:00,1996-06-07 00:00:00,117749.0
1995-10-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,117775.0
1995-10-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,117767.0
1995-10-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,117784.0
1995-10-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,117789.0
1995-10-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,117926.0
1995-10-01 00:00:00,2012-02-02 00:00:00,2008-02-01 00:00:00,117928.0
1995-10-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,117927.0
1995-10-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,117971.0
1995-10-01 00:00:00,2015-02-05 00:00:00,2014-02-07 00:00:00,118041.0
1995-10-01 00:00:00,2017-02-02 00:00:00,2015-02-06 00:00:00,118040.0
1995-10-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,118039.0
1995-10-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,118045.0
1995-11-01 00:00:00,1996-02-01 00:00:00,1995-12-08 00:00:00,117164.0
1995-11-01 00:00:00,1996-06-06 00:00:00,1996-02-02 00:00:00,117212.0
1995-11-01 00:00:00,1997-06-05 00:00:00,1996-06-07 00:00:00,117899.0
1995-11-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,117951.0
1995-11-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,117934.0
1995-11-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,117942.0
1995-11-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,117946.0
1995-11-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,118070.0
1995-11-01 00:00:00,2013-01-31 00:00:00,2008-02-01 00:00:00,118076.0
1995-11-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,118119.0
1995-11-01 00:00:00,2017-02-02 00:00:00,2014-02-07 00:00:00,118189.0
1995-11-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,118188.0
1995-11-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,118191.0
1995-12-01 00:00:00,1996-02-01 00:00:00,1996-01-19 00:00:00,117315.0
1995-12-01 00:00:00,1996-03-07 00:00:00,1996-02-02 00:00:00,117373.0
1995-12-01 00:00:00,1996-06-06 00:00:00,1996-03-08 00:00:00,117357.0
1995-12-01 00:00:00,1997-06-05 00:00:00,1996-06-07 00:00:00,118136.0
1995-12-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,118120.0
1995-12-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,118102.0
1995-12-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,118087.0
1995-12-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,118118.0
1995-12-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,118210.0
1995-12-01 00:00:00,2012-02-02 00:00:00,2008-02-01 00:00:00,118207.0
1995-12-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,118208.0
1995-12-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,118251.0
1995-12-01 00:00:00,2015-02-05 00:00:00,2014-02-07 00:00:00,118321.0
1995-12-01 00:00:00,2018-02-01 00:00:00,2015-02-06 00:00:00,118322.0
1995-12-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,118323.0
1996-01-01 00:00:00,1996-03-07 00:00:00,1996-02-02 00:00:00,117172.0
1996-01-01 00:00:00,1996-04-04 00:00:00,1996-03-08 00:00:00,117169.0
1996-01-01 00:00:00,1996-06-06 00:00:00,1996-04-05 00:00:00,117211.0
1996-01-01 00:00:00,1997-06-05 00:00:00,1996-06-07 00:00:00,118070.0
1996-01-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,118058.0
1996-01-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,118054.0
1996-01-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,118080.0
1996-01-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,118049.0
1996-01-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,118031.0
1996-01-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,118192.0
1996-01-01 00:00:00,2012-02-02 00:00:00,2008-02-01 00:00:00,118188.0
1996-01-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,118187.0
1996-01-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,118229.0
1996-01-01 00:00:00,2017-02-02 00:00:00,2014-02-07 00:00:00,118303.0
1996-01-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,118307.0
1996-01-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,118310.0
1996-02-01 00:00:00,1996-04-04 00:00:00,1996-03-08 00:00:00,117874.0
1996-02-01 00:00:00,1996-05-02 00:00:00,1996-04-05 00:00:00,117835.0
1996-02-01 00:00:00,1996-06-06 00:00:00,1996-05-03 00:00:00,117842.0
1996-02-01 00:00:00,1997-06-05 00:00:00,1996-06-07 00:00:00,118579.0
1996-02-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,118550.0
1996-02-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,118533.0
1996-02-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,118534.0
1996-02-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,118538.0
1996-02-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,118501.0
1996-02-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,118627.0
1996-02-01 00:00:00,2012-02-02 00:00:00,2008-02-01 00:00:00,118622.0
1996-02-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,118621.0
1996-02-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,118664.0
1996-02-01 00:00:00,2015-02-05 00:00:00,2014-02-07 00:00:00,118735.0
1996-02-01 00:00:00,2016-02-04 00:00:00,2015-02-06 00:00:00,118734.0
1996-02-01 00:00:00,2017-02-02 00:00:00,2016-02-05 00:00:00,118735.0
1996-02-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,118736.0
1996-02-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,118735.0
1996-03-01 00:00:00,1996-05-02 00:00:00,1996-04-05 00:00:00,117975.0
1996-03-01 00:00:00,1996-06-06 00:00:00,1996-05-03 00:00:00,118020.0
1996-03-01 00:00:00,1996-10-03 00:00:00,1996-06-07 00:00:00,118737.0
1996-03-01 00:00:00,1997-06-05 00:00:00,1996-10-04 00:00:00,118750.0
1996-03-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,118804.0
1996-03-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,118789.0
1996-03-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,118795.0
1996-03-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,118774.0
1996-03-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,118767.0
1996-03-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,118882.0
1996-03-01 00:00:00,2013-01-31 00:00:00,2008-02-01 00:00:00,118885.0
1996-03-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,118928.0
1996-03-01 00:00:00,2016-02-04 00:00:00,2014-02-07 00:00:00,119001.0
1996-03-01 00:00:00,2017-02-02 00:00:00,2016-02-05 00:00:00,119002.0
1996-03-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,119001.0
1996-03-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,119000.0
1996-04-01 00:00:00,1996-06-06 00:00:00,1996-05-03 00:00:00,118022.0
1996-04-01 00:00:00,1996-07-04 00:00:00,1996-06-07 00:00:00,118900.0
1996-04-01 00:00:00,1996-10-03 00:00:00,1996-07-05 00:00:00,118928.0
1996-04-01 00:00:00,1997-06-05 00:00:00,1996-10-04 00:00:00,118922.0
1996-04-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,118966.0
1996-04-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,118969.0
1996-04-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,118958.0
1996-04-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,118949.0
1996-04-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,118925.0
1996-04-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,119047.0
1996-04-01 00:00:00,2012-02-02 00:00:00,2008-02-01 00:00:00,119046.0
1996-04-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,119045.0
1996-04-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,119090.0
1996-04-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,119165.0
1996-05-01 00:00:00,1996-07-04 00:00:00,1996-06-07 00:00:00,119248.0
1996-05-01 00:00:00,1996-08-01 00:00:00,1996-07-05 00:00:00,119293.0
1996-05-01 00:00:00,1996-10-03 00:00:00,1996-08-02 00:00:00,119335.0
1996-05-01 00:00:00,1997-06-05 00:00:00,1996-10-04 00:00:00,119332.0
1996-05-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,119263.0
1996-05-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,119300.0
1996-05-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,119288.0
1996-05-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,119293.0
1996-05-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,119269.0
1996-05-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,119376.0
1996-05-01 00:00:00,2012-02-02 00:00:00,2008-02-01 00:00:00,119369.0
1996-05-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,119368.0
1996-05-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,119413.0
1996-05-01 00:00:00,2015-02-05 00:00:00,2014-02-07 00:00:00,119485.0
1996-05-01 00:00:00,2016-02-04 00:00:00,2015-02-06 00:00:00,119486.0
1996-05-01 00:00:00,2017-02-02 00:00:00,2016-02-05 00:00:00,119487.0
1996-05-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,119488.0
1996-05-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,119491.0
1996-06-01 00:00:00,1996-08-01 00:00:00,1996-07-05 00:00:00,119532.0
1996-06-01 00:00:00,1996-09-05 00:00:00,1996-08-02 00:00:00,119555.0
1996-06-01 00:00:00,1996-10-03 00:00:00,1996-09-06 00:00:00,119554.0
1996-06-01 00:00:00,1997-06-05 00:00:00,1996-10-04 00:00:00,119537.0
1996-06-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,119516.0
1996-06-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,119549.0
1996-06-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,119535.0
1996-06-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,119557.0
1996-06-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,119546.0
1996-06-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,119647.0
1996-06-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,119694.0
1996-06-01 00:00:00,2017-02-02 00:00:00,2014-02-07 00:00:00,119774.0
1996-06-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,119773.0
1996-06-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,119772.0
1996-07-01 00:00:00,1996-09-05 00:00:00,1996-08-02 00:00:00,119748.0
1996-07-01 00:00:00,1996-10-03 00:00:00,1996-09-06 00:00:00,119782.0
1996-07-01 00:00:00,1997-06-05 00:00:00,1996-10-04 00:00:00,119772.0
1996-07-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,119691.0
1996-07-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,119741.0
1996-07-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,119742.0
1996-07-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,119753.0
1996-07-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,119754.0
1996-07-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,119875.0
1996-07-01 00:00:00,2013-01-31 00:00:00,2008-02-01 00:00:00,119879.0
1996-07-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,119928.0
1996-07-01 00:00:00,2015-02-05 00:00:00,2014-02-07 00:00:00,120029.0
1996-07-01 00:00:00,2016-02-04 00:00:00,2015-02-06 00:00:00,120030.0
1996-07-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,120023.0
1996-08-01 00:00:00,1996-10-03 00:00:00,1996-09-06 00:00:00,120032.0
1996-08-01 00:00:00,1996-10-31 00:00:00,1996-10-04 00:00:00,120029.0
1996-08-01 00:00:00,1997-06-05 00:00:00,1996-11-01 00:00:00,120052.0
1996-08-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,119983.0
1996-08-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,120024.0
1996-08-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,120020.0
1996-08-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,120031.0
1996-08-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,120041.0
1996-08-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,120078.0
1996-08-01 00:00:00,2012-02-02 00:00:00,2008-02-01 00:00:00,120075.0
1996-08-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,120076.0
1996-08-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,120127.0
1996-08-01 00:00:00,2017-02-02 00:00:00,2014-02-07 00:00:00,120202.0
1996-08-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,120203.0
1996-08-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,120208.0
1996-09-01 00:00:00,1996-10-31 00:00:00,1996-10-04 00:00:00,119989.0
1996-09-01 00:00:00,1996-12-05 00:00:00,1996-11-01 00:00:00,120017.0
1996-09-01 00:00:00,1997-06-05 00:00:00,1996-12-06 00:00:00,120050.0
1996-09-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120019.0
1996-09-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,120157.0
1996-09-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,120172.0
1996-09-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,120182.0
1996-09-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,120172.0
1996-09-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,120296.0
1996-09-01 00:00:00,2013-01-31 00:00:00,2008-02-01 00:00:00,120295.0
1996-09-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,120347.0
1996-09-01 00:00:00,2018-02-01 00:00:00,2014-02-07 00:00:00,120427.0
1996-09-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,120421.0
1996-10-01 00:00:00,1996-12-05 00:00:00,1996-11-01 00:00:00,120227.0
1996-10-01 00:00:00,1997-01-09 00:00:00,1996-12-06 00:00:00,120274.0
1996-10-01 00:00:00,1997-06-05 00:00:00,1997-01-10 00:00:00,120311.0
1996-10-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120248.0
1996-10-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,120382.0
1996-10-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,120413.0
1996-10-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,120430.0
1996-10-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,120439.0
1996-10-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,120534.0
1996-10-01 00:00:00,2013-01-31 00:00:00,2008-02-01 00:00:00,120538.0
1996-10-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,120594.0
1996-10-01 00:00:00,2017-02-02 00:00:00,2014-02-07 00:00:00,120677.0
1996-10-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,120676.0
1996-10-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,120682.0
1996-11-01 00:00:00,1997-01-09 00:00:00,1996-12-06 00:00:00,120392.0
1996-11-01 00:00:00,1997-02-06 00:00:00,1997-01-10 00:00:00,120438.0
1996-11-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120492.0
1996-11-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120450.0
1996-11-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,120683.0
1996-11-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,120698.0
1996-11-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,120696.0
1996-11-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,120711.0
1996-11-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,120826.0
1996-11-01 00:00:00,2013-01-31 00:00:00,2008-02-01 00:00:00,120834.0
1996-11-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,120893.0
1996-11-01 00:00:00,2015-02-05 00:00:00,2014-02-07 00:00:00,120976.0
1996-11-01 00:00:00,2016-02-04 00:00:00,2015-02-06 00:00:00,120975.0
1996-11-01 00:00:00,2017-02-02 00:00:00,2016-02-05 00:00:00,120976.0
1996-11-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,120975.0
1996-11-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,120977.0
1996-12-01 00:00:00,1997-02-06 00:00:00,1997-01-10 00:00:00,120700.0
1996-12-01 00:00:00,1997-03-06 00:00:00,1997-02-07 00:00:00,120753.0
1996-12-01 00:00:00,1997-06-05 00:00:00,1997-03-07 00:00:00,120723.0
1996-12-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120659.0
1996-12-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,120901.0
1996-12-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,120893.0
1996-12-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,120913.0
1996-12-01 00:00:00,2003-06-05 00:00:00,2001-06-01 00:00:00,120916.0
1996-12-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,121003.0
1996-12-01 00:00:00,2012-02-02 00:00:00,2008-02-01 00:00:00,121001.0
1996-12-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,121002.0
1996-12-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,121061.0
1996-12-01 00:00:00,2016-02-04 00:00:00,2014-02-07 00:00:00,121146.0
1996-12-01 00:00:00,2017-02-02 00:00:00,2016-02-05 00:00:00,121147.0
1996-12-01 00:00:00,2018-02-01 00:00:00,2017-02-03 00:00:00,121146.0
1996-12-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,121148.0
1997-01-01 00:00:00,1997-03-06 00:00:00,1997-02-07 00:00:00,121024.0
1997-01-01 00:00:00,1997-04-03 00:00:00,1997-03-07 00:00:00,120970.0
1997-01-01 00:00:00,1997-06-05 00:00:00,1997-04-04 00:00:00,120982.0
1997-01-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120909.0
1997-01-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,121146.0
1997-01-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,121131.0
1997-01-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,121116.0
1997-01-01 00:00:00,2002-06-06 00:00:00,2001-06-01 00:00:00,121108.0
1997-01-01 00:00:00,2003-06-05 00:00:00,2002-06-07 00:00:00,121095.0
1997-01-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,121232.0
1997-01-01 00:00:00,2012-02-02 00:00:00,2008-02-01 00:00:00,121231.0
1997-01-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,121233.0
1997-01-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,121293.0
1997-01-01 00:00:00,2015-02-05 00:00:00,2014-02-07 00:00:00,121382.0
1997-01-01 00:00:00,2017-02-02 00:00:00,2015-02-06 00:00:00,121381.0
1997-01-01 00:00:00,2018-06-30 00:00:00,2017-02-03 00:00:00,121379.0
1997-02-01 00:00:00,1997-04-03 00:00:00,1997-03-07 00:00:00,121309.0
1997-02-01 00:00:00,1997-05-01 00:00:00,1997-04-04 00:00:00,121275.0
1997-02-01 00:00:00,1997-06-05 00:00:00,1997-05-02 00:00:00,121296.0
1997-02-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121162.0
1997-02-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,121457.0
1997-02-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,121427.0
1997-02-01 00:00:00,2001-05-31 00:00:00,2000-06-02 00:00:00,121411.0
1997-02-01 00:00:00,2002-06-06 00:00:00,2001-06-01 00:00:00,121423.0
1997-02-01 00:00:00,2003-06-05 00:00:00,2002-06-07 00:00:00,121429.0
1997-02-01 00:00:00,2008-01-31 00:00:00,2003-06-06 00:00:00,121526.0
1997-02-01 00:00:00,2013-01-31 00:00:00,2008-02-01 00:00:00,121532.0
1997-02-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,121595.0
1997-02-01 00:00:00,2018-02-01 00:00:00,2014-02-07 00:00:00,121684.0
1997-02-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,121687.0
1997-03-01 00:00:00,1997-05-01 00:00:00,1997-04-04 00:00:00,121450.0
1997-03-01 00:00:00,1997-06-05 00:00:00,1997-05-02 00:00:00,121435.0
1997-03-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121344.0
